fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/05/28,0.000000,0.000000,0.000000,233.000000,100.0,100.0
2020/05/29,0.364000,0.900000,0.000000,317.223004,100.0,100.0
2020/05/30,0.600000,1.600000,0.100000,172.255161,100.0,100.0
2020/05/31,0.728571,1.100000,0.300000,174.205874,100.0,100.0
2020/06/01,1.360465,2.500000,0.300000,132.230843,100.0,100.0
2020/06/02,0.355556,0.800000,0.000000,349.634546,100.0,100.0
2020/06/03,0.516667,1.100000,0.100000,93.952964,100.0,100.0
2020/06/04,0.200000,0.200000,0.200000,208.000000,100.0,100.0
2020/06/05,0.375000,1.100000,0.100000,283.520218,100.0,100.0
2020/06/06,0.450000,0.900000,0.100000,282.798678,100.0,100.0
2020/06/07,0.800000,1.300000,0.300000,47.126369,100.0,100.0
2020/06/08,0.600000,1.100000,0.200000,283.022843,100.0,100.0
2020/06/09,0.815789,1.600000,0.100000,97.857686,100.0,100.0
2020/06/10,0.533333,1.100000,0.100000,56.807395,100.0,100.0
2020/06/11,0.350000,0.500000,0.200000,54.591985,100.0,100.0
2020/06/12,0.478125,1.600000,0.100000,97.535103,100.0,100.0
2020/06/13,1.536471,3.400000,0.200000,318.738864,100.0,100.0
2020/06/14,0.900000,0.900000,0.900000,199.000000,100.0,100.0
2020/06/15,1.172973,2.300000,0.200000,102.564038,99.7,100.0
2020/06/16,1.103448,2.100000,0.300000,100.264272,100.0,100.0
2020/06/17,0.750000,1.700000,0.100000,349.734632,100.0,100.0
2020/06/18,0.550000,0.900000,0.100000,44.339301,100.0,100.0
2020/06/19,0.325000,0.600000,0.200000,359.018398,100.0,100.0
2020/06/20,0.591667,1.200000,0.100000,51.317364,100.0,100.0
2020/06/21,0.442857,1.000000,0.200000,278.673766,100.0,100.0
2020/06/22,1.510345,2.400000,0.500000,105.236861,99.3,100.0
2020/06/23,0.952941,2.000000,0.100000,95.010352,100.0,100.0
2020/06/24,1.217059,3.100000,0.100000,316.326185,100.0,100.0
2020/06/25,0.425000,1.000000,0.200000,9.285502,100.0,100.0
2020/06/26,0.857143,1.500000,0.400000,352.822265,100.0,100.0
2020/06/27,0.400000,0.400000,0.400000,39.000000,100.0,100.0
2020/06/28,0.714286,1.200000,0.200000,167.999824,100.0,100.0
2020/06/29,1.100000,2.200000,0.200000,126.503423,100.0,100.0
2020/06/30,0.642857,1.600000,0.300000,177.236850,100.0,100.0
2020/07/01,1.056250,2.200000,0.200000,315.476494,100.0,100.0
2020/07/02,0.366667,0.600000,0.100000,282.368220,100.0,100.0
2020/07/03,0.250000,0.500000,0.100000,47.228281,99.7,100.0
2020/07/04,0.285714,0.500000,0.000000,48.768650,100.0,100.0
2020/07/05,1.093923,2.500000,0.200000,315.096333,99.7,100.0
2020/07/06,1.026486,2.400000,0.000000,316.801062,99.7,100.0
2020/07/07,0.433333,0.700000,0.200000,181.421937,100.0,100.0
2020/07/08,0.444444,1.000000,0.200000,275.888393,100.0,100.0
2020/07/09,0.416667,0.700000,0.200000,283.380430,100.0,100.0
2020/07/10,1.020370,2.200000,0.200000,318.010228,99.3,100.0
2020/07/11,0.533333,0.700000,0.200000,347.000000,100.0,100.0
2020/07/12,0.500000,0.800000,0.300000,34.474838,99.7,100.0
2020/07/13,0.528571,0.800000,0.200000,357.789074,99.7,100.0
2020/07/14,0.554545,0.900000,0.200000,279.317492,100.0,100.0
2020/07/15,0.300000,0.400000,0.100000,274.968758,99.7,100.0
2020/07/16,1.407692,2.600000,0.100000,102.479833,100.0,100.0
2020/07/17,0.471429,0.800000,0.200000,278.174820,100.0,100.0
2020/07/18,1.494521,2.500000,0.500000,126.056671,100.0,100.0
2020/07/19,0.500000,0.500000,0.500000,37.000000,100.0,100.0
2020/07/20,1.100000,1.400000,0.800000,174.500000,100.0,100.0
2020/07/21,1.081250,2.000000,0.100000,135.896154,100.0,100.0
2020/07/22,0.276923,0.600000,0.100000,96.540152,100.0,100.0
2020/07/23,0.620290,1.900000,0.000000,318.277556,100.0,100.0
2020/07/24,0.266667,0.500000,0.100000,49.679445,99.7,100.0
2020/07/25,0.600000,1.600000,0.200000,52.596315,100.0,100.0
2020/07/26,0.000000,0.000000,0.000000,212.000000,100.0,100.0
2020/07/27,0.320000,0.600000,0.100000,277.248688,100.0,100.0
2020/07/28,0.700000,1.000000,0.400000,53.500000,100.0,100.0
2020/07/29,0.835593,1.700000,0.000000,129.362726,100.0,100.0
2020/07/30,0.200000,0.200000,0.200000,175.000000,100.0,100.0
2020/07/31,1.054286,2.400000,0.100000,100.690408,100.0,100.0
2020/08/01,1.100000,2.300000,0.700000,356.220803,100.0,100.0
2020/08/02,1.859016,2.800000,0.400000,126.113314,100.0,100.0
2020/08/03,1.053571,1.900000,0.300000,98.033429,100.0,100.0
2020/08/04,0.650000,1.000000,0.300000,287.249614,100.0,100.0
2020/08/05,1.071429,1.700000,0.400000,46.337504,100.0,100.0
2020/08/06,1.396129,2.800000,0.600000,315.893496,100.0,100.0
2020/08/07,1.987879,3.500000,0.400000,117.937811,100.0,100.0
2020/08/08,1.639394,3.500000,0.600000,103.675912,100.0,100.0
2020/08/09,1.484615,2.200000,0.300000,105.151339,100.0,100.0
2020/08/10,1.485714,2.400000,0.300000,99.827995,100.0,100.0
2020/08/11,0.789474,2.000000,0.100000,4.372341,100.0,100.0
2020/08/12,1.414706,2.300000,0.500000,316.025188,100.0,100.0
2020/08/13,0.481818,0.800000,0.200000,280.500392,100.0,100.0
2020/08/14,0.738182,1.900000,0.100000,314.352634,100.0,100.0
2020/08/15,1.328571,2.600000,0.200000,318.034428,100.0,100.0
2020/08/16,1.083333,2.200000,0.300000,349.163983,100.0,100.0
2020/08/17,0.906034,1.700000,0.100000,311.752845,100.0,100.0
2020/08/18,0.747222,2.000000,0.100000,317.799482,100.0,100.0
2020/08/19,0.815789,2.400000,0.000000,316.706778,100.0,100.0
2020/08/20,1.159677,2.500000,0.200000,317.899624,99.7,100.0
2020/08/21,0.384615,0.800000,0.100000,272.753572,100.0,100.0
2020/08/22,0.900000,1.800000,0.200000,166.196361,100.0,100.0
2020/08/23,0.960000,1.300000,0.700000,163.435123,100.0,100.0
2020/08/24,1.414815,3.200000,0.200000,313.111555,100.0,100.0
2020/08/25,0.640000,0.900000,0.500000,56.251218,100.0,100.0
2020/08/26,1.642857,3.400000,0.100000,167.101928,100.0,100.0
2020/08/27,0.542857,1.100000,0.100000,45.021898,100.0,100.0
2020/08/28,0.880851,1.800000,0.000000,133.095595,100.0,100.0
2020/08/29,1.166667,2.700000,0.100000,348.140118,99.7,100.0
2020/08/30,1.201299,2.200000,0.300000,131.435696,100.0,100.0
2020/08/31,1.541722,5.100000,0.000000,316.923947,100.0,100.0
2020/09/01,1.557216,3.200000,0.300000,317.660696,100.0,100.0
2020/09/02,2.250000,4.000000,0.200000,350.308117,100.0,100.0
2020/09/03,1.388268,4.100000,0.300000,315.077183,100.0,100.0
2020/09/04,1.427778,2.300000,0.200000,101.527774,100.0,100.0
